SP1,19/01/2019,Real Madrid,Sevilla,2,0,null,null,null,null,null,null,1,1,1,1,13,5,14,14,1.44,0.56,1.56,1.56;
SP1,20/01/2019,Barcelona,Leganes,3,1,null,null,null,null,null,null,4,4,1,1,25,11,11,6,2.78,1.22,1.22,0.67;
SP1,20/01/2019,Betis,Girona,3,2,null,null,null,null,null,null,1,1,1,1,14,11,12,11,1.56,1.22,1.33,1.22;
SP1,20/01/2019,Levante,Valladolid,2,0,null,null,null,null,null,null,1,1,1,1,16,19,11,9,1.78,2.11,1.22,1;
SP1,20/01/2019,Vallecano,Sociedad,2,2,null,null,null,null,null,null,4,4,2,2,17,15,10,12,1.89,1.67,1.11,1.33;
SP1,20/01/2019,Villarreal,Ath Bilbao,1,1,null,null,null,null,null,null,1,1,2,2,10,12,12,8,1.11,1.33,1.33,0.89;
SP1,21/01/2019,Eibar,Espanol,3,0,null,null,null,null,null,null,1,1,1,1,16,10,16,8,1.78,1.11,1.78,0.89;
SP1,26/01/2019,Ath Madrid,Getafe,2,0,null,null,null,null,null,null,4,4,2,2,17,3,10,10,1.89,0.33,1.11,1.11;
SP1,26/01/2019,Leganes,Eibar,2,2,null,null,null,null,null,null,2,2,1,1,10,7,15,7,1.11,0.78,1.67,0.78;
SP1,26/01/2019,Sevilla,Levante,5,0,null,null,null,null,null,null,1,1,1,1,18,6,18,12,2,0.67,2,1.33;
